area,perimetro,aspect_ratio,extent,circularidad,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,haralick_13,color_predominante_r,color_predominante_g,color_predominante_b,num_ojos,etiqueta,nombre_imagen
182014.5,1717.0651372671127,0.557632398753894,0.7919320733044432,0.7757866644689831,0.718890193149503,1.96784234410712,4.590422578292789,5.587024755781249,9.917203078535943,6.571103832815933,-9.991444458192968,66.78599800846948,27.98733820999141,41.0,90.0,74.4435532406141,29.001825556722988,47.0,101.0,80.16296628623327,30.87110286321486,51.0,110.0,20.53039272544235,16.108666712369143,15.0,21.0,44.763210303434846,16.037150511230728,35.0,56.0,80.2733047369976,30.982506218123962,51.0,110.0,80.53915217700548,32.30749022712952,50.0,110.0,128.85055861336951,1.2542903664632585,128.0,130.0,133.42633525556153,2.553117496803006,132.0,135.0,57.95004821212333,0.9682224067313902,0.825973757410885,0.6361207643420272,0.9821668963256759,0.4046499958092162,57.95004821212437,0.982166896325674,1624.6589356233962,0.8259737574108895,54.6495910889704,6440.685694281461,3.7256350077046365,4.437106756377843,0.003427970669220632,1.3830853536187224,-0.6794610587261403,0.9946879713265842,116.4,111.6,105.6,1,1 (11),1 (11).jpg
176371.5,1643.1727854013443,1.5475578406169666,0.7531514488978469,0.8208651266938654,0.7554968263602623,2.282353239429585,4.338197280620323,5.9856198325571235,-9.971633378195161,-7.1528144930989335,9.990283216475518,65.78422137512354,22.105856798219982,50.0,78.0,78.18815756035578,24.00900755320771,61.0,93.0,85.84007906254412,26.016632063274756,66.0,103.0,19.067796131582664,6.402646242523932,17.0,21.0,60.55549908230976,14.62900121653411,54.0,69.0,85.84161513482988,26.01948899111716,66.0,103.0,85.1546406889736,26.584480347819937,66.0,102.0,128.8509953409572,1.1692167014209056,128.0,130.0,136.46475222363406,2.6008162914596356,135.0,138.0,58.736539145617996,1.0036323095067752,0.8142404716261101,0.6242540429333604,0.9825924293774513,0.3896934382710878,58.73653914561595,0.982592429377453,1686.9994465477303,0.8142404716260959,59.265725519400405,6689.261247045308,3.8001823645696162,4.566713808602103,0.003264820602954905,1.444050847570546,-0.6661989145132015,0.9946861224633796,123.2,116.8,107.4,1,1 (12),1 (12).jpg
202102.5,1747.5991905927658,0.6530612244897959,0.7626739675160005,0.8315682131544306,0.7570192190668421,2.2968725974645006,4.20253619299036,5.606191197849571,9.933603553172237,7.227515781700763,-9.89939360979244,65.23491018082149,26.090066472376733,43.0,84.0,76.75769033581133,29.19723108725015,51.0,100.0,82.81987360242935,32.17595762883084,54.0,109.0,20.97566698874056,7.44715768691053,18.0,23.0,54.39953759391083,13.993141046781016,47.0,62.0,82.83752193717588,32.16923392574818,54.0,109.0,82.91798947015558,32.33902398815074,54.0,109.0,128.29270601226509,1.3732155900690342,127.0,129.0,135.71491530771203,2.836500585575237,133.0,138.0,57.20481654745791,1.0315080260600127,0.8010710004752281,0.6151660951374257,0.9836560890571157,0.378429617796528,57.20481654746488,0.9836560890571181,1749.9330105375846,0.801071000475317,59.30785616925301,6942.527225602871,3.93852096747628,4.749966218080717,0.0031677750154560174,1.5111908804542922,-0.6626976378306189,0.9954003795348147,122.6,117.4,107.6,1,1 (13),1 (13).jpg
157412.0,1821.2489025592804,1.920353982300885,0.7132752425358763,0.5963608083457127,0.6703828615324756,1.7029306464396603,4.206178471510345,5.1198411525199505,9.801557309556005,7.028709362388689,-9.594551434730228,72.87100077108799,24.521204982071254,52.0,91.0,81.7320026798468,26.371875440349427,60.0,101.0,85.98610145495455,28.05475493163502,63.0,107.0,24.184523884766588,17.890380256011536,19.0,24.0,39.96756374116725,12.569695860429032,32.0,48.0,86.13063621079776,27.94622398660553,63.0,107.0,88.31818756399399,28.747860973829724,65.0,110.0,127.97208282243487,1.2569735947198113,127.0,129.0,133.80481993199257,2.514611944739691,132.0,135.0,79.69596444642428,1.34193460166198,0.7770256699325447,0.6128543935313142,0.9786530535245355,0.3755910821834957,79.69596444643626,0.978653053524533,1866.5257980915658,0.7770256699326252,63.255015448614586,7386.407227919824,3.9358652911604057,4.874644217860797,0.002938275085161262,1.6789562314485569,-0.6256399042395052,0.9939708324777607,126.6,123.0,115.8,1,1 (14),1 (14).jpg
157204.0,1732.5382316112518,0.4514200298953662,0.7780912501608608,0.658124112026762,0.6502767299968856,1.6165782959807022,3.90653297989868,4.924312752690838,-9.70013016620074,-6.090052434080129,-9.262478474219177,63.3889261659999,30.311088884347352,37.0,88.0,76.55557173241505,34.35922733579563,46.0,106.0,85.21186129538664,37.05411885403051,53.0,118.0,18.621493138198208,9.639028012760432,17.0,19.0,68.09393198966931,16.19585555692805,61.0,77.0,85.2143996556439,37.05454201149255,53.0,118.0,82.8386337165139,37.899075387728516,50.0,116.0,129.19578923380766,1.0401381489767882,129.0,130.0,137.05233073378236,3.2428390104540457,135.0,139.0,74.28116898814832,1.2078877175229867,0.7969934310170255,0.6127781493022206,0.9803769910210276,0.37549768582856,74.2811689881436,0.980376991021022,1892.5042327368637,0.7969934310170061,59.9343313706062,7495.735761959313,4.028386710338805,4.869186046992912,0.003147664551776341,1.5608531826212466,-0.6614678533815144,0.995825601790084,123.4,116.2,105.4,1,1 (15),1 (15).jpg
154973.5,1761.2661479711533,2.0537974683544302,0.7556586569405707,0.6277942442309467,0.6654381123545312,1.678998583294406,4.283596952116069,5.292985806942298,-9.96835967047722,-6.63279594561337,-9.738536012393878,63.97240591173487,24.795422465858394,45.0,82.0,78.816253418765,27.971032268890667,57.0,100.0,87.54553859191823,29.540093771296625,65.0,111.0,19.74127171638054,11.580095204453121,17.0,20.0,71.164164922508,15.754164116843883,63.0,81.0,87.55810295458339,29.529521939637277,65.0,111.0,85.7593638850011,30.52489987591287,62.0,110.0,128.9444972328869,1.0070539820379671,128.0,130.0,138.06757919336405,2.9978641555799346,136.0,140.0,77.29270685394769,1.1319540833858348,0.8124519313801486,0.6082687684657173,0.978757201887984,0.3699915265788028,77.29270685394569,0.9787572018879873,1819.1034727340307,0.8124519313800941,62.24745580773563,7199.121184082174,4.007789447762636,4.769389403638047,0.0032009763067816343,1.4450391249074954,-0.6801454095954339,0.996260348222519,119.4,112.6,101.2,1,1 (16),1 (16).jpg
125796.5,1581.1828881502151,2.0526315789473686,0.7545149197780777,0.6322869388475567,0.6618678304692853,1.664634465188194,4.113099896836856,5.053844345633843,9.816619144812664,-7.331468810784566,-9.488872162474957,59.78318234280384,25.36200993350659,38.0,80.0,75.24043067874591,29.603111981189855,49.0,100.0,85.64055558190644,31.72749069066701,57.0,113.0,18.045360400954955,8.37553090573999,17.0,19.0,79.723979825768,16.93382983251859,71.0,90.0,85.64149630824203,31.727909582368802,57.0,113.0,82.13240525541906,32.614562905975895,54.0,110.0,129.62843681323025,1.0561022295980402,129.0,130.0,138.76429666872204,3.5171348044678443,136.0,141.0,66.12328010382288,1.0180005529701304,0.8343603296876203,0.6909240586002126,0.9782721970580173,0.47737646257418276,66.1232801038225,0.9782721970580133,1521.4520733553627,0.8343603296876178,47.16123473970251,6019.685013317627,3.2963688496043115,3.9790616095971343,0.0035670762646268766,1.349825255010546,-0.6663836036096393,0.9904724605381083,133.2,125.2,112.8,1,1 (17),1 (17).jpg
179210.0,1714.0428425073624,0.6910016977928692,0.7475711550414437,0.7665292963655214,0.7643763366788129,2.41314330308909,4.034656461275048,5.324255963333156,9.702796917771703,6.551326670780378,-9.945651685037744,59.14539998332824,23.653512028350313,39.0,78.0,71.01959487621218,26.77018763376877,48.0,94.0,81.10247575648114,28.573793329109307,57.0,106.0,20.257612048125818,23.797719354483107,16.0,17.0,72.15085164911501,14.497060467155467,65.0,81.0,81.10812748339771,28.57848115188222,57.0,106.0,77.78103865069882,29.7433909106557,53.0,103.0,130.09657951040595,1.5623963151592282,129.0,131.0,136.66935452499374,3.1123499743031062,135.0,139.0,52.03501158775749,0.9369362858233988,0.8318059836522311,0.6728303190238069,0.9813946644686755,0.4527008503708443,52.03501158776153,0.9813946644686773,1398.3003154352643,0.8318059836522822,47.45226087374386,5541.166250153295,3.414357418200261,4.128731895733813,0.003561986339004162,1.371401564895658,-0.662122473523028,0.9914510786830656,134.8,128.6,120.8,1,1 (18),1 (18).jpg
177582.0,1720.2438510656357,1.3946731234866827,0.7464941485068604,0.7540997183644269,0.7677588045426902,2.478704827227734,3.992005566621967,5.362251962004223,9.720674908301088,6.601634666414943,9.943134392829705,50.01804029766211,21.07414656545613,34.0,62.0,60.10224704609052,24.178268006767418,42.0,75.0,68.6938196418858,26.09967116037901,49.0,86.0,20.296585409621866,24.104208108620522,15.0,18.0,71.46332778160978,14.42272008621099,66.0,79.0,68.70319027831519,26.104149832694187,49.0,86.0,65.38710654262209,27.16419099694964,45.0,83.0,129.8447872680473,1.5184064065787175,129.0,131.0,135.55905295447025,3.137939655374388,133.0,137.0,55.98509269417774,0.8138853789672876,0.8691286057693696,0.6237240516537199,0.974801710211129,0.3890320477023404,55.985092694180615,0.974801710211129,1110.8214221383014,0.8691286057693991,46.24621912362593,4387.300595859024,3.7377370848850964,4.266297152205362,0.004014468475018691,1.1202095800040164,-0.7314716045562097,0.9963017445432031,130.2,124.6,117.4,1,1 (19),1 (19).jpg
164098.5,1630.1189576387405,0.6619718309859155,0.7683665155828588,0.7760252975995745,0.7564512432887255,2.3170010515286914,3.790197241089629,4.974178645615665,9.268157089597844,6.139584947417443,-9.894413143799138,50.56361760868906,19.05960883020807,36.0,62.0,59.815909711477204,22.002066792538606,42.0,75.0,67.62680137131761,24.028022259350433,47.0,84.0,20.828597433330298,24.870239893886403,16.0,18.0,65.3485452504475,13.10162310247094,60.0,73.0,67.64416128151451,24.00856417515581,47.0,84.0,65.05188556172446,24.956689321670353,45.0,83.0,129.60212978975153,1.1907745162575032,129.0,130.0,134.9259670519705,2.87661557542572,133.0,137.0,53.4419415816715,0.9626460165217334,0.8300953068798015,0.6484801691508426,0.9739129008417766,0.42052685926725303,53.4419415816687,0.9739129008417746,1024.223332470825,0.8300953068797853,42.875363844802806,4043.4513883016307,3.5116304986470888,4.226411587858191,0.003645721904266595,1.3827293518168708,-0.6626588800404996,0.9922652550423985,131.4,125.6,119.2,1,1 (20),1 (20).jpg
123783.5,1648.1778357028961,0.5420240137221269,0.6719038365503615,0.5726173241786555,0.6840538814329351,1.7723609765415373,4.025035546729123,4.889071247374247,9.270467081165112,5.799163534500297,9.672956299050567,58.89776232088929,28.524635867666188,34.0,83.0,68.99804825547774,32.40810169240494,40.0,99.0,79.47877979823942,35.4833006344889,47.0,114.0,22.295548737389964,30.831627653165118,15.0,17.0,69.50618454025573,17.480485727579765,62.0,79.0,79.50877080254449,35.46706903744856,47.0,114.0,75.30056865642871,36.2882253551484,42.0,109.0,130.6618582535501,1.9003820936157432,130.0,131.0,135.67050857803764,3.909721309837061,133.0,139.0,67.12308002793563,0.9953473023442486,0.8572446141290723,0.6897326395406682,0.9761751065322387,0.47573152758919723,67.1230800279415,0.976175106532236,1408.517257302851,0.8572446141291318,43.88087922077229,5566.945949183461,3.2938359070015566,3.908485527503509,0.0038521993837617036,1.2406186427593677,-0.6885534033395003,0.9915850703950964,119.0,110.4,101.6,1,1 (21),1 (21).jpg
131829.5,1713.0651388168335,0.6756272401433692,0.62666733217345,0.5645139968467547,0.7071492340373282,1.9123354015001097,3.9500429662698653,4.881014624364836,9.222817132995663,5.837156894139564,-9.742519472850477,47.19679908286634,23.074844410743435,29.0,61.0,58.02440661603325,27.16745790057791,35.0,78.0,68.79348654091275,31.12573234774917,42.0,94.0,19.089028336111383,24.529032089818397,14.0,16.0,80.44990081983904,16.837366740353634,74.0,91.0,68.80150391818202,31.115279993664508,42.0,94.0,63.31140307873321,31.29542165472068,36.0,88.0,130.72119438557326,1.363563345484837,130.0,132.0,136.3701946646353,3.9525597704124054,133.0,140.0,53.08548247897065,0.7856243796807761,0.8825622808200169,0.7305773310000582,0.9709928496975354,0.533743492416289,53.085482478965446,0.9709928496975389,914.9488268034175,0.8825622808199385,32.227674960491626,3606.7098247347044,2.878120653633749,3.355954873570213,0.004142214093441057,1.0609688815467877,-0.7126228429688906,0.9876143521550073,117.4,108.0,98.4,1,1 (22),1 (22).jpg
171298.5,1707.4915457963943,0.7472924187725631,0.746867315439753,0.7383228338768378,0.7618357387373157,2.360764562008527,4.687695392085764,6.079828028160877,9.994722965788554,7.869402879998668,-9.986263407745945,40.97170540608089,18.613933854814107,27.0,52.0,52.13314385022697,20.436791796740714,35.0,66.0,61.0721895761042,22.27765482730063,43.0,78.0,16.857922544421,5.323674094071323,15.0,17.0,86.90300906147739,19.00490125850528,78.0,98.0,61.074444773811805,22.282703184107906,43.0,78.0,56.426249803832675,23.806311598179775,37.0,74.0,129.95391956849,1.1531508296223616,129.0,131.0,136.50737879765413,2.8521554960226134,134.0,139.0,44.479065314723016,0.7731361840838925,0.8678539141555164,0.6947578532741443,0.9698740678343418,0.4826886946827175,44.47906531472672,0.9698740678343409,738.1637633481074,0.8678539141555772,32.62177110471179,2908.1759880777026,3.0894936032867135,3.628711025159883,0.004155957541440554,1.1482610966623628,-0.6969070325543143,0.9895251716835995,122.4,116.6,109.4,1,1 (23),1 (23).jpg
190118.5,1743.5748044252396,0.697171381031614,0.7549807599903104,0.7858742772372735,0.7513767786663316,2.231191179979159,4.478926702031432,5.8427824373552255,9.982477918955288,7.655817671512167,-9.96249221898397,46.24951539726946,18.52649687626966,32.0,57.0,57.60575865212335,20.038544903134547,41.0,72.0,66.38302999821876,21.996213808925994,49.0,83.0,17.336408596066597,7.41808834092377,15.0,19.0,79.34468613459906,17.333383566486386,72.0,90.0,66.38463835538931,21.999432428411755,49.0,83.0,62.71223504018273,23.144018078267457,44.0,80.0,129.7515323924182,1.2057025942891009,129.0,131.0,136.49230398474418,2.720657099861679,135.0,138.0,46.337732987031444,0.7307342741457523,0.8770755004237782,0.6629740315231814,0.9747006593977383,0.4395348354962611,46.33773298702527,0.9747006593977421,915.7297942671719,0.8770755004236789,39.66606143575431,3616.5814440816625,3.35873901969168,3.8425551172995496,0.004158649860065688,1.0685146822385523,-0.7294133943994784,0.9938404650314836,124.6,119.0,112.0,1,1 (24),1 (24).jpg
164513.0,1686.9890195131302,0.7,0.7769208972845336,0.7264162895595028,0.7673070487505472,2.485154279863319,3.9300316976162417,5.3962665566607635,9.730348485652536,6.639121902099958,-9.94263100622643,54.29933915906175,17.252608108695533,42.0,64.0,65.7969608578829,19.084576811490418,51.0,79.0,75.06737914841084,20.786338209689948,59.0,90.0,18.396571131175715,15.271645908404302,15.0,18.0,71.60205514269808,13.604418705353801,67.0,79.0,75.09249957638401,20.805478207878124,59.0,90.0,72.21343588874633,21.531338862880652,56.0,88.0,129.8339364818087,1.0960616034001334,129.0,131.0,136.42662365955798,2.6599190811452416,135.0,138.0,51.23520127135754,0.8657446146023028,0.8512738702508678,0.6868520434593766,0.9764835162126658,0.47176596465988935,51.23520127135838,0.9764835162126586,1089.2708547533769,0.8512738702508743,42.03633131089455,4305.848217742148,3.1533018094957286,3.774269310308143,0.003819299142964831,1.2515940786816464,-0.6714574654874219,0.9887976986499823,130.4,124.6,117.6,1,1 (25),1 (25).jpg
155332.0,1695.0722793340683,0.5594855305466238,0.7176146653361423,0.6793512125268731,0.7161123711971784,1.9787383847896587,3.423408396630235,4.359199427472034,8.265241847790781,5.389118062846236,-8.727301323987424,48.63799820581828,17.066629772508445,37.0,57.0,60.530783032167115,19.165470119331758,46.0,73.0,71.53829296424452,21.2556583689005,55.0,87.0,19.37275406894784,23.18432071115654,15.0,17.0,82.9566705113418,16.568681789367847,77.0,93.0,71.54633474304755,21.265909823699364,55.0,87.0,66.73044341919774,22.003691971053687,50.0,82.0,130.66462898885044,1.3627412235296743,130.0,132.0,137.09571318723567,3.183816379230159,136.0,140.0,54.330245977338464,0.9070940377092146,0.8498522142285587,0.6731134146902265,0.9722988318295789,0.45308198566701263,54.33024597733812,0.9722988318295767,980.5781506708415,0.8498522142285443,40.72400552948419,3867.9823567060284,3.2686710562078383,3.8989992153811524,0.003840708354869586,1.2654394693348663,-0.675155720719351,0.9904333072820865,126.6,119.4,112.2,1,1 (26),1 (26).jpg
